OBJECTID,ID,risk,predict_risk
715,18103,-1,-1
716,18105,-1,-1
717,18107,-1,-1
718,18109,-1,-1
719,18111,-1,-1
720,18113,-1,-1
721,18115,-1,-1
722,18117,-1,-1
723,18119,-1,-1
724,18121,-1,-1
725,18123,-1,-1
726,18125,-1,-1
727,18127,-1,-1
728,18129,-1,-1
729,18131,-1,-1
730,18133,-1,-1
731,18135,-1,-1
732,18137,-1,-1
733,18139,-1,-1
734,18141,-1,-1
735,18143,-1,-1
736,18145,-1,-1
737,18147,-1,-1
738,18149,-1,-1
739,18151,-1,-1
740,18153,-1,-1
741,18155,-1,-1
742,18157,-1,-1
743,18159,-1,-1
744,18161,-1,-1
745,18163,-1,-1
746,18165,-1,-1
747,18167,-1,-1
748,18169,-1,-1
749,18171,-1,-1
750,18173,-1,-1
751,18175,-1,-1
752,18177,-1,-1
753,18179,-1,-1
754,18181,-1,-1
755,18183,-1,-1
756,19001,-1,-1
757,19003,-1,-1
758,19005,-1,-1
759,19007,-1,-1
760,19009,-1,-1
761,19011,-1,-1
762,19013,-1,-1
763,19015,-1,-1
764,19017,-1,-1
765,19019,-1,-1
766,19021,-1,-1
767,19023,-1,-1
768,19025,-1,-1
769,19027,-1,-1
770,19029,-1,-1
771,19031,-1,-1
772,19033,-1,-1
773,19035,-1,-1
774,19037,-1,-1
775,19039,-1,-1
776,19041,-1,-1
777,19043,-1,-1
778,19045,-1,-1
779,19047,-1,-1
780,19049,-1,-1
781,19051,-1,-1
782,19053,-1,0
783,19055,-1,-1
784,19057,-1,-1
785,19059,-1,-1
786,19061,-1,-1
787,19063,-1,-1
788,19065,-1,-1
789,19067,-1,-1
790,19069,-1,-1
791,19071,-1,-1
792,19073,-1,-1
793,19075,-1,-1
794,19077,-1,-1
795,19079,-1,-1
796,19081,-1,-1
797,19083,-1,-1
798,19085,-1,-1
799,19087,-1,-1
800,19089,-1,-1
801,19091,-1,-1
802,19093,-1,-1
803,19095,-1,-1
804,19097,-1,-1
805,19099,-1,-1
806,19101,-1,-1
807,19103,-1,-1
808,19105,-1,-1
809,19107,-1,-1
810,19109,-1,-1
811,19111,-1,-1
812,19113,-1,-1
813,19115,-1,-1
814,19117,-1,-1
815,19119,-1,-1
816,19121,-1,-1
817,19123,-1,-1
818,19125,-1,-1
819,19127,-1,-1
820,19129,-1,-1
821,19131,-1,-1
822,19133,-1,-1
823,19135,-1,-1
824,19137,-1,-1
825,19139,-1,-1
826,19141,-1,-1
827,19143,-1,-1
828,19145,-1,-1
829,19147,-1,-1
830,19149,-1,-1
831,19151,-1,-1
832,19153,-1,-1
833,19155,-1,-1
834,19157,-1,-1
835,19159,-1,0
836,19161,-1,-1
837,19163,-1,-1
838,19165,-1,-1
839,19167,-1,-1
840,19169,-1,-1
841,19171,-1,-1
842,19173,-1,-1
843,19175,-1,-1
844,19177,-1,-1
845,19179,-1,-1
846,19181,-1,-1
847,19183,-1,-1
848,19185,-1,-1
849,19187,-1,-1
850,19189,-1,-1
851,19191,-1,-1
852,19193,-1,-1
853,19195,-1,-1
854,19197,-1,-1
855,20001,-1,-1
856,20003,-1,0
857,20005,-1,-1
858,20007,0,0
859,20009,-1,-1
860,20011,-1,-1
861,20013,-1,-1
862,20015,0,0
863,20017,0,0
864,20019,0,0
865,20021,-1,-1
866,20023,-1,-1
867,20025,0,0
868,20027,-1,-1
869,20029,-1,-1
870,20031,0,0
871,20033,0,0
872,20035,0,0
873,20037,-1,-1
874,20039,-1,-1
875,20041,-1,-1
876,20043,-1,-1
877,20045,-1,-1
878,20047,-1,-1
879,20049,0,0
880,20051,-1,-1
881,20053,0,0
882,20055,-1,-1
883,20057,-1,-1
884,20059,-1,0
885,20061,0,0
886,20063,-1,-1
887,20065,-1,-1
888,20067,-1,-1
889,20069,-1,-1
890,20071,-1,-1
891,20073,0,0
892,20075,-1,-1
893,20077,-1,-1
894,20079,-1,-1
895,20081,-1,-1
896,20083,-1,-1
897,20085,-1,0
898,20087,-1,-1
899,20089,-1,-1
900,20091,-1,-1
901,20093,-1,-1
902,20095,-1,0
903,20097,0,0
904,20099,-1,-1
905,20101,-1,-1
906,20103,-1,-1
907,20105,-1,0
908,20107,-1,-1
909,20109,-1,-1
910,20111,0,0
911,20113,-1,0
912,20115,-1,0
913,20117,-1,-1
914,20119,-1,0
915,20121,-1,-1
916,20123,-1,-1
917,20125,-1,-1
918,20127,0,0
919,20129,-1,0
920,20131,-1,-1
921,20133,-1,-1
922,20135,-1,-1
923,20137,-1,-1
924,20139,0,0
925,20141,-1,-1
926,20143,0,0
927,20145,-1,-1
928,20147,-1,-1
929,20149,0,0
930,20151,-1,-1
931,20153,-1,-1
932,20155,0,0
933,20157,-1,-1
934,20159,-1,0
935,20161,0,0
936,20163,-1,-1
937,20165,-1,-1
938,20167,-1,0
939,20169,0,0
940,20171,-1,-1
941,20173,-1,-1
942,20175,-1,-1
943,20177,-1,0
944,20179,-1,-1
945,20181,-1,-1
946,20183,-1,-1
947,20185,-1,0
948,20187,-1,-1
949,20189,-1,-1
950,20191,-1,-1
951,20193,-1,-1
952,20195,-1,-1
953,20197,0,0
954,20199,-1,-1
955,20201,-1,-1
956,20203,-1,-1
957,20205,-1,-1
958,20207,0,0
959,20209,-1,-1
960,21001,-1,-1
961,21003,-1,-1
962,21005,-1,-1
963,21007,-1,-1
964,21009,-1,-1
965,21011,0,0
966,21013,0,0
967,21015,-1,-1
968,21017,-1,-1
969,21019,0,0
970,21021,-1,-1
971,21023,-1,-1
972,21025,0,0
973,21027,-1,-1
974,21029,-1,-1
975,21031,-1,-1
976,21033,-1,-1
977,21035,-1,-1
978,21037,-1,-1
979,21039,-1,-1
980,21041,-1,-1
981,21043,0,0
982,21045,-1,-1
983,21047,-1,-1
984,21049,-1,-1
985,21051,0,0
986,21053,-1,-1
987,21055,-1,-1
988,21057,-1,-1
989,21059,-1,-1
990,21061,-1,-1
991,21063,0,0
992,21065,0,0
993,21067,-1,-1
994,21069,0,0
995,21071,0,0
996,21073,-1,-1
997,21075,-1,-1
998,21077,-1,-1
999,21079,0,-1
1000,21081,-1,-1
1001,21083,-1,-1
1002,21085,-1,-1
1003,21087,-1,-1
1004,21089,0,0
1005,21091,-1,-1
1006,21093,-1,-1
1007,21095,0,0
1008,21097,-1,-1
1009,21099,-1,-1
1010,21101,-1,-1
1011,21103,-1,-1
1012,21105,-1,-1
1013,21107,-1,-1
1014,21109,0,0
1015,21111,-1,-1
1016,21113,-1,-1
1017,21115,0,0
1018,21117,-1,-1
1019,21119,0,0
1020,21121,0,0
1021,21123,-1,-1
1022,21125,0,0
1023,21127,0,0
1024,21129,0,0
1025,21131,0,0
1026,21133,0,0
1027,21135,0,0
1028,21137,0,0
1029,21139,-1,-1
1030,21141,-1,-1
1031,21143,-1,-1
1032,21145,-1,-1
1033,21147,0,0
1034,21149,-1,-1
1035,21151,0,0
1036,21153,0,0
1037,21155,-1,-1
1038,21157,-1,-1
1039,21159,0,0
1040,21161,-1,-1
1041,21163,-1,-1
1042,21165,0,0
1043,21167,-1,-1
1044,21169,-1,-1
1045,21171,-1,-1
1046,21173,-1,-1
1047,21175,0,0
1048,21177,-1,-1
1049,21179,-1,-1
1050,21181,-1,-1
1051,21183,-1,-1
1052,21185,-1,-1
1053,21187,-1,-1
1054,21189,0,0
1055,21191,-1,-1
1056,21193,0,0
1057,21195,0,0
1058,21197,0,0
1059,21199,0,0
1060,21201,-1,-1
1061,21203,0,0
1062,21205,0,0
1063,21207,-1,-1
1064,21209,-1,-1
1065,21211,-1,-1
1066,21213,-1,-1
1067,21215,-1,-1
1068,21217,-1,-1
1069,21219,-1,-1
1070,21221,-1,-1
1071,21223,-1,-1
1072,21225,-1,-1
1073,21227,-1,-1
1074,21229,-1,-1
1075,21231,0,0
1076,21233,-1,-1
1077,21235,0,0
1078,21237,0,0
1079,21239,-1,-1
1080,22001,-1,0
1081,22003,0,0
1082,22005,-1,-1
1083,22007,-1,-1
1084,22009,-1,0
1085,22011,0,0
1086,22013,0,0
1087,22015,0,0
1088,22017,0,0
1089,22019,0,0
1090,22021,0,0
1091,22023,1,1
1092,22025,-1,0
1093,22027,0,0
1094,22029,-1,-1
1095,22031,0,0
1096,22033,-1,-1
1097,22035,-1,-1
1098,22037,0,0
1099,22039,0,0
1100,22041,-1,-1
1101,22043,0,0
1102,22045,-1,-1
1103,22047,-1,-1
1104,22049,0,0
1105,22051,0,0
1106,22053,-1,0
1107,22055,-1,-1
1108,22057,0,0
1109,22059,0,0
1110,22061,0,0
1111,22063,0,0
1112,22065,-1,-1
1113,22067,-1,-1
1114,22069,0,0
1115,22071,0,0
1116,22073,0,-1
1117,22075,0,0
1118,22077,-1,-1
1119,22079,0,0
1120,22081,0,-1
1121,22083,-1,-1
1122,22085,0,0
1123,22087,1,0
1124,22089,0,0
1125,22091,0,0
1126,22093,-1,-1
1127,22095,0,0
1128,22097,-1,-1
1129,22099,-1,-1
1130,22101,-1,-1
1131,22103,0,0
1132,22105,0,0
1133,22107,-1,-1
1134,22109,-1,0
1135,22111,0,0
1136,22113,0,0
1137,22115,0,0
1138,22117,0,0
1139,22119,0,0
1140,22121,-1,-1
1141,22123,-1,-1
1142,22125,-1,-1
1143,22127,0,0
1144,23001,0,0
1145,23003,0,0
1146,23005,0,0
1147,23007,0,0
1148,23009,0,0
1149,23011,0,0
1150,23013,0,0
1151,23015,0,0
1152,23017,0,0
1153,23019,0,0
1154,23021,0,0
1155,23023,0,0
1156,23025,0,0
1157,23027,0,0
1158,23029,0,0
1159,23031,0,0
1160,24001,0,0
1161,24003,-1,-1
1162,24005,-1,-1
1163,24009,-1,0
1164,24011,-1,-1
1165,24013,-1,-1
1166,24015,-1,-1
1167,24017,0,0
1168,24019,0,0
1169,24021,-1,-1
1170,24023,-1,-1
1171,24025,-1,-1
1172,24027,-1,-1
1173,24029,-1,-1
1174,24031,-1,-1
1175,24033,-1,-1
1176,24035,-1,-1
1177,24037,-1,0
1178,24039,0,0
1179,24041,-1,-1
1180,24043,-1,-1
1181,24045,0,0
1182,24047,-1,0
1183,24510,-1,-1
1184,25001,-1,0
1185,25003,0,-1
1186,25005,-1,-1
1187,25007,-1,-1
1188,25009,-1,-1
1189,25011,-1,-1
1190,25013,-1,-1
1191,25015,-1,-1
1192,25017,-1,-1
1193,25019,-1,-1
1194,25021,-1,-1
1195,25023,-1,-1
1196,25025,-1,-1
1197,25027,-1,-1
1198,26001,0,0
1199,26003,-1,0
1200,26005,-1,-1
1201,26007,-1,-1
1202,26009,-1,0
1203,26011,-1,0
1204,26013,0,-1
1205,26015,-1,-1
1206,26017,-1,-1
1207,26019,-1,-1
1208,26021,-1,-1
1209,26023,-1,-1
1210,26025,-1,-1
1211,26027,-1,-1
1212,26029,-1,-1
1213,26031,-1,-1
1214,26033,0,0
1215,26035,0,0
1216,26037,-1,-1
1217,26039,0,0
1218,26041,-1,0
1219,26043,0,-1
1220,26045,-1,-1
1221,26047,-1,-1
1222,26049,-1,-1
1223,26051,0,0
1224,26053,-1,-1
1225,26055,-1,0
1226,26057,-1,-1
1227,26059,-1,-1
1228,26061,-1,-1
1229,26063,-1,-1
1230,26065,-1,-1
1231,26067,-1,-1
1232,26069,0,0
1233,26071,-1,-1
1234,26073,-1,-1
1235,26075,-1,-1
1236,26077,-1,-1
1237,26079,0,0
1238,26081,-1,-1
1239,26083,-1,-1
1240,26085,0,0
1241,26087,-1,-1
1242,26089,-1,-1
1243,26091,-1,-1
1244,26093,-1,-1
1245,26095,0,0
1246,26097,0,0
1247,26099,-1,-1
1248,26101,0,0
1249,26103,0,0
1250,26105,-1,0
1251,26107,-1,0
1252,26109,0,0
1253,26111,-1,-1
1254,26113,0,0
1255,26115,-1,-1
1256,26117,-1,-1
1257,26119,0,0
1258,26121,-1,-1
1259,26123,0,0
1260,26125,-1,-1
1261,26127,-1,-1
1262,26129,0,0
1263,26131,-1,-1
1264,26133,-1,0
1265,26135,0,0
1266,26137,0,0
1267,26139,-1,-1
1268,26141,-1,-1
1269,26143,0,0
1270,26145,-1,-1
1271,26147,-1,-1
1272,26149,-1,-1
1273,26151,-1,-1
1274,26153,0,0
1275,26155,-1,-1
1276,26157,-1,-1
1277,26159,-1,-1
1278,26161,-1,-1
1279,26163,-1,-1
1280,26165,0,0
1281,27001,0,0
1282,27003,0,0
1283,27005,0,0
1284,27007,0,0
1285,27009,-1,0
1286,27011,-1,-1
1287,27013,-1,-1
1288,27015,-1,-1
1289,27017,0,0
1290,27019,-1,-1
1291,27021,0,0
1292,27023,-1,-1
1293,27025,0,0
1294,27027,-1,-1
1295,27029,0,0
1296,27031,0,0
1297,27033,-1,-1
1298,27035,0,0
1299,27037,-1,-1
1300,27039,-1,-1
1301,27041,-1,-1
1302,27043,-1,-1
1303,27045,-1,-1
1304,27047,-1,-1
1305,27049,-1,-1
1306,27051,-1,-1
1307,27053,-1,-1
1308,27055,-1,-1
1309,27057,0,0
1310,27059,0,0
1311,27061,0,0
1312,27063,-1,-1
1313,27065,0,0
1314,27067,-1,-1
1315,27069,0,0
1316,27071,0,0
1317,27073,-1,-1
1318,27075,0,0
1319,27077,0,0
1320,27079,-1,-1
1321,27081,-1,-1
1322,27083,-1,-1
1323,27085,-1,-1
1324,27087,0,0
1325,27089,0,0
1326,27091,-1,-1
1327,27093,-1,-1
1328,27095,0,0
1329,27097,0,0
1330,27099,-1,-1
1331,27101,-1,-1
1332,27103,-1,-1
1333,27105,-1,-1
1334,27107,-1,-1
1335,27109,-1,-1
1336,27111,-1,-1
1337,27113,0,0
1338,27115,0,0
1339,27117,-1,-1
1340,27119,-1,0
1341,27121,-1,-1
1342,27123,-1,-1
1343,27125,-1,0
1344,27127,-1,-1
1345,27129,-1,-1
1346,27131,-1,-1
1347,27133,-1,-1
1348,27135,0,0
1349,27137,0,0
1350,27139,-1,-1
1351,27141,0,0
1352,27143,-1,-1
1353,27145,-1,-1
1354,27147,-1,-1
1355,27149,-1,-1
1356,27151,-1,-1
1357,27153,0,0
